,aspectRating,aspectSentences,Content,Overall
2938,5.0,"['unusual (and very good) experience i stayed at hotel max for 9 days during a conference in early june, and it was an extremely good value.', 'the reason i chose this hotel was primarily price, and location within easy walking distance of the convention center.', ""for the price, i don't think there is a better hotel in downtown seattle.the hotel had fun modern decor, and the staff were very friendly, intelligent, helpful, and uniformly young (nearly all under 40 years)."", 'one bad thing was that our shower curtain smelled of mildew.some helpful and **free** amenities of the hotel include a very nice business center, and a small, well equipped gym on the second floor.', 'the hotel has a nice location within walking distance from the convention center, space needle, waterfront, and pike place market.', ""don't miss the nearby palace kitchen restaurant and the doughnut shop that are on 5th avenue.""]","unusual (and very good) experience i stayed at hotel max for 9 days during a conference in early june, and it was an extremely good value. the reason i chose this hotel was primarily price, and location within easy walking distance of the convention center. for the price, i don't think there is a better hotel in downtown seattle.the hotel had fun modern decor, and the staff were very friendly, intelligent, helpful, and uniformly young (nearly all under 40 years). the rooms are quite small, (although not all the same size for doubles), and the room was clean. the beds were extremely comfortable, and the rooms surprisingly quiet. the bathroom was clean, and so modern that at first i could not figure out how to drain the sink (i thought it was malfunctioning), but a quick visit from maintenance showed i just wasn't hip enough to figure it out. one bad thing was that our shower curtain smelled of mildew.some helpful and **free** amenities of the hotel include a very nice business center, and a small, well equipped gym on the second floor. the business center has a couple computers and even a printer for guests (internet service in rooms requires an extra fee). the gym has several quite fancy treadmills and some free weights.the staff was also very flexible about splitting our bill several ways (i was sharing a double room with two other people).my only complaint was that one night the television stopped working for no apparent reason, and the maintenance man was unable to fix it. it eventually started working again, also for no obvious reason, so i never figured out what was wrong.we ate in the attached bar red fin, and the food and wine were very tasty. the hotel has a nice location within walking distance from the convention center, space needle, waterfront, and pike place market. don't miss the nearby palace kitchen restaurant and the doughnut shop that are on 5th avenue. both are yummy. ",5.0
2939,5.0,"['let go and get in the groove of the max the hotel max is the spot where price, location, and funkiness converge in seattle.', 'i found the best rate i could get for a downtown single room at a decent hotel at hotel max.', ""sure, it's not the travelodge, but i was hoping for a little upscale without breaking the bank, which can be hard to do in seattle in august."", 'the location is great, and i walked to the market, the needle, the ferry terminal and downtown restaurants and bars.', ""belltown is just a few blocks away, and pacific place is practically a stone's throw away."", 'you feel like you are stepping into a music video when you walk through the front door.', 'but i managed and decided to embrace the offbeat nature of hotel max rather than lamenting the fact that the shower was too small or i had to organize my belongings on the desk because there was not room to anywhere else.', 'the staff was friendly and helpful, and the restaurant next door was not half bad for sushi.', 'try the yummy rolls.i would strongly recommend this hotel to anyone who is not afraid to try something a little new. ']","let go and get in the groove of the max the hotel max is the spot where price, location, and funkiness converge in seattle. i found the best rate i could get for a downtown single room at a decent hotel at hotel max. sure, it's not the travelodge, but i was hoping for a little upscale without breaking the bank, which can be hard to do in seattle in august. the location is great, and i walked to the market, the needle, the ferry terminal and downtown restaurants and bars. belltown is just a few blocks away, and pacific place is practically a stone's throw away. as for the funkiness, let's just say this is not your average, bland corporate chain. you feel like you are stepping into a music video when you walk through the front door. the art in the lobby is, well, interesting. each room door has a different photograph and there was someething that looked like an eye chart at the end of my hallway.no doubt about it - the room was small. i had a queen, and it might have been a squeeze if i had shared the room. the bathroom is small with a miniscule shower. but i managed and decided to embrace the offbeat nature of hotel max rather than lamenting the fact that the shower was too small or i had to organize my belongings on the desk because there was not room to anywhere else. the bed was comfortable and i found it unnecessary to order another pillow from their pillow bar because mine was just fine. the staff was friendly and helpful, and the restaurant next door was not half bad for sushi. try the yummy rolls.i would strongly recommend this hotel to anyone who is not afraid to try something a little new. ",5.0
2940,4.0,"['stay in this hotel!', 'i struggle to find a problem with this awesome hotel in downtown seattle we stayed in for a night in july 06. from the moment we walked through the doors the friendly staff, fantastic decor and brilliant location blew us away.', 'recently opened the hotel has a fun and funky vibe, which might not be to everyones liking, and an amazing collection of artwork!', 'the hotel is located downtown and has its own restaurant which serves excellent and acclaimed japanese-fusion food.', 'we had breakfast in the restaurant and it was fantastic.', 'if you have an opportunity stay in this hotel. ']","stay in this hotel! i struggle to find a problem with this awesome hotel in downtown seattle we stayed in for a night in july 06. from the moment we walked through the doors the friendly staff, fantastic decor and brilliant location blew us away. recently opened the hotel has a fun and funky vibe, which might not be to everyones liking, and an amazing collection of artwork! the room was huge, and our every need was catered for, flat screen tv, selection of different pillows, fully stocked mini-bar and a clean bathroom. my only small complaint was that the room was a little noisy due to a nearby air conditioning unit at night. the hotel is located downtown and has its own restaurant which serves excellent and acclaimed japanese-fusion food. we had breakfast in the restaurant and it was fantastic. staff could not have been more helpful, advising us on places to shop and eat, and always with a smile on their face. if you have an opportunity stay in this hotel. ",5.0
2942,4.0,"['weekend at the max my fiance and i stayed at hotel max during a quick weekend trip to seattle.', 'overall, i would recommend the max but hopefully you can get it for a lower rate.i booked the reservation through their website.', 'not ideal but it was something.the hotel is great.', ""there is a book containing all the hotel max art and artists in your room (it's for sale but you can peruse without charge)."", 'the location is also very convenient to many shops and sights.', ""it's about a 10 minute walk to the market.the staff is very friendly."", 'we stayed in a queen room.', 'it reminded me of nyc hotel rooms.', ""it's a converted building so it has a different feel than the cookie cutter large hotels.the bed was great."", 'a bit much for our taste but about average for decent, downtown seattle hotels that weekend.overall we were satisfied.', ""we'll probably stay there again if we get lucky and find a lower rate. ""]","weekend at the max my fiance and i stayed at hotel max during a quick weekend trip to seattle. overall, i would recommend the max but hopefully you can get it for a lower rate.i booked the reservation through their website. i never received a confirmation email (as mentioned on the site) so the week prior to our arrival date i called to confirm. their reservation line apparently doesn't handle the online reservations and transferred me to the front desk, she transferred me back to the reservation line. the reservation agent told me to call the front desk back again, at a later time, using a non-toll free number. i gave up trying to talk to anyone and tried my luck with email. i included a few extra questions about parking, check-in, etc. that same day i received a stock-reservation confirmation email with no answers to my questions. not ideal but it was something.the hotel is great. the local art is a fun touch. there is a book containing all the hotel max art and artists in your room (it's for sale but you can peruse without charge). the location is also very convenient to many shops and sights. it's about a 10 minute walk to the market.the staff is very friendly. they warned us about delays with valet parking. unfortunately, even with an early call to tell them we needed the car, we still had to wait 15 minutes in the lobby. we stayed in a queen room. it is small but not too crowded. very intimate. it reminded me of nyc hotel rooms. it's a converted building so it has a different feel than the cookie cutter large hotels.the bed was great. a bit soft for my taste but we slept well. negatives: the a/c is noisy and the towels are thin and scratchy. (the towels really should be upgraded.)our total bill came to $257, this included one night of parking, taxes, and 3 local calls. a bit much for our taste but about average for decent, downtown seattle hotels that weekend.overall we were satisfied. we'll probably stay there again if we get lucky and find a lower rate. ",4.0
2978,4.0,['go elsewhere the place is hugely overpriced and mis-managed.very dirty towels and rude receptionist (not all of them but especially one) when me and my doughter complained at the manager she was listening to us while reading her papers!!'],go elsewhere the place is hugely overpriced and mis-managed.very dirty towels and rude receptionist (not all of them but especially one) when me and my doughter complained at the manager she was listening to us while reading her papers!!!never again... ,1.0
2979,2.0,['what a terrible place!'],what a terrible place! never experienced such a rudeness in my entire life! ,1.0
2980,5.0,"['my new favirote venue in seattle this 1929 remodled hotel is a great stop in seatlle.', 'i enjoyed my stay and will be back.', 'it is close to the convention hall, theater great shopping and eateries.', 'a short walk to the pike street market and ferries.', ""the lobby is small and comfortable place to enjoy a starbuck from one of the many in the area.if you like big bathrooms this is not your place they have kept the 20's size and feel although updated tastefully."", ""von's bar  resturant is next door serving up great martinis, manhattans and 25 plus beers to locals and visitors."", 'i did not eat at the resturant but it was the menu looked great and prices seamed a good value.an added feature was the airport shuttle drops off and picks up across the street for $11.00. ']","my new favirote venue in seattle this 1929 remodled hotel is a great stop in seatlle. i enjoyed my stay and will be back. if you like smaller botique hotels in the heart of everthing you'll enjoy this one. it is close to the convention hall, theater great shopping and eateries. a short walk to the pike street market and ferries. i had a room with a comfortable king bed and separate sitting area. the lobby is small and comfortable place to enjoy a starbuck from one of the many in the area.if you like big bathrooms this is not your place they have kept the 20's size and feel although updated tastefully. von's bar  resturant is next door serving up great martinis, manhattans and 25 plus beers to locals and visitors. i did not eat at the resturant but it was the menu looked great and prices seamed a good value.an added feature was the airport shuttle drops off and picks up across the street for $11.00. ",5.0
2981,5.0,"['great stay at the last minute we arrived in seattle on a whim after staying at the apendblume bed and breakfast in leavenworth, washington.', 'we parked at the waterfront and worked the phone for about an hour on a tuesday night to see what we could get.well, the roosevelt had a room and was the most accommodating!loved the living room on the 15th floor and the view of the space needle out one set of windows and pike place market out the other set.', 'and across the street are some culinary experience not to be missed.service was great, room was clean, and the staff was very helpful.', 'we found that getting back onto the i5 highway was a breeze on our way back to vancouver.the hotel lobby area is beautiful, the valet parking is so convenient (after trying to find a parking spot in seattle on a busy tourist night), and everything went so smoothly we are likely to stay there again.', ""it's a historic hotel from 1929 and i'm sure roosevelt would expect nothing less than the great service we received when we were there (if he were still alive of course).try the roosevelt."", ""it's reasonably-priced and its in the heart of seattle's shopping district. ""]","great stay at the last minute we arrived in seattle on a whim after staying at the apendblume bed and breakfast in leavenworth, washington. we parked at the waterfront and worked the phone for about an hour on a tuesday night to see what we could get.well, the roosevelt had a room and was the most accommodating!loved the living room on the 15th floor and the view of the space needle out one set of windows and pike place market out the other set. macy's, tiffany's jewellers, nordstrums and the monorail are all right there. and across the street are some culinary experience not to be missed.service was great, room was clean, and the staff was very helpful. we found that getting back onto the i5 highway was a breeze on our way back to vancouver.the hotel lobby area is beautiful, the valet parking is so convenient (after trying to find a parking spot in seattle on a busy tourist night), and everything went so smoothly we are likely to stay there again. it's a historic hotel from 1929 and i'm sure roosevelt would expect nothing less than the great service we received when we were there (if he were still alive of course).try the roosevelt. it's fun. it's reasonably-priced and its in the heart of seattle's shopping district. ",5.0
2982,3.0,"['stay away!!', 'extremely rude receptionist, dirty towels and linens.... i will never stay there again.... ']","stay away!! extremely rude receptionist, dirty towels and linens.... i will never stay there again.... ",1.0
2983,2.0,"['miraculously, despite previous claims about the hotel being booked solid, the receptionist suddenly remembered a room that was available.', 'given the cost of the rooms at this hotel, we should never have been treated in such a shoddy manner.', 'also, as is customary with other hotels that we stayed in, none of the desk staff bothered to greet us on the way in or out of the hotel.', 'i will never stay there again.', 'the only display of good customer service was from the lady who cleaned our rooms.']","customer service was extremely poor. my husband and i arrived at 2 am and were assigned to a room that was filthy - bed unmade, dirty towels on the floor and full trash cans. after complaining, we were placed in a closet size room with a single bed that could only hold one person. when we requested it, we were sent a non-working refrigerater and neither the television remote nor the coffee maker worked and the furniture was in a state of disrepair in the room. needless to say, the next morning we complained again and stated our intentions to leave based on our housing. miraculously, despite previous claims about the hotel being booked solid, the receptionist suddenly remembered a room that was available. given the cost of the rooms at this hotel, we should never have been treated in such a shoddy manner. also, as is customary with other hotels that we stayed in, none of the desk staff bothered to greet us on the way in or out of the hotel. what an unmannerly lot. i will never stay there again. the only display of good customer service was from the lady who cleaned our rooms. beware!!! ",1.0
2984,5.0,"['pleasant stay we stayed at the roosevelt hotel after our alaska cruise for two days.', 'we got off the ship and went straight to the hotel to see if we could leave our luggage since we arrived around 9:30am and check-in was at 3:00 pm.', 'it had two double beds, a tv and desk with a coffeemaker.the hotel is also near everything.', 'after we left our luggage in the room we went to get some breakfast, then from there went to pikes market place, came back up and took the monorail to the space needle.', 'would recommend and stay again. ']","pleasant stay we stayed at the roosevelt hotel after our alaska cruise for two days. we got off the ship and went straight to the hotel to see if we could leave our luggage since we arrived around 9:30am and check-in was at 3:00 pm. we were pleasantly surprised when they told us that they had a room ready so we could check-in early. the room was quite comfortable for the four of us. maybe not as big as some of the other hotels but it was nice. it had two double beds, a tv and desk with a coffeemaker.the hotel is also near everything. after we left our luggage in the room we went to get some breakfast, then from there went to pikes market place, came back up and took the monorail to the space needle. the next day we took the metro bus to the museum of flight. everything was nearby or just a couple of blocks away. would recommend and stay again. ",4.0
2985,4.0,"[""not too happy about that, though not the hotel's fault."", 'quiet, not a lot of traffic noise on the 18th floor.', 'overall, not a bad stay but i will most likely go for something cheaper.', 'easy walk to the convention center and the monorail whisks you to the space needle. ']","roosevelt ain't bad, but too pricy when i got there on a friday, i found the two staff women to be very helpful: kim and an asian woman (forget her name). i found there was a problem with my mastercard and found that i had to dip into my checking account. not too happy about that, though not the hotel's fault. jazz music whiffs from speakers as you wait for the elevator. upon entering the room, i found it quite small considering the $200 bucks a night i was staying. ouch! shower fills with water quickly and the brass security lock had all its screws loose, which i reported upon check-out. forgot about the shower though, oops. windows open well. there was a stain on the sheets when i went to bed the first night, but this was handled subsequently. they have an ecology policy where if you put this little sign on your pillow, they will simply make your bed and not wash the sheets, as this will save energy. clever idea. the air conditioner ran hot so i kept it off and used nature's air via an open window. quiet, not a lot of traffic noise on the 18th floor. woke to seagulls in the breeze. nice. overall, not a bad stay but i will most likely go for something cheaper. easy walk to the convention center and the monorail whisks you to the space needle. ",3.0
2986,5.0,"['decent stay if you get a good price i stayed at roosevelt for 3 nights, specifically for a convention.', ""the location is great as it is less than a block away and like other reviewers stated already, it's close to a bunch of shopping, food and pike market.i paid about ~$110 a night in a small queen room, which is a great price consider a few flaws."", ""air conditioning/heat strong but a little loud.overall it's a great place to stay for ~$110, but i wouldn't stay if it's close to ~$200 since there's many hotels in downtown seattle and you can travel by bus (for free) or walk just about anywhere. ""]","decent stay if you get a good price i stayed at roosevelt for 3 nights, specifically for a convention. the location is great as it is less than a block away and like other reviewers stated already, it's close to a bunch of shopping, food and pike market.i paid about ~$110 a night in a small queen room, which is a great price consider a few flaws. i just can't justify if it's sub-$200 a night. some of the *small* things to consider: not quite sound-proof, you can hear the dryers, the plumbings and your neighbors. wireless is extra charge, though for some reason it has a strange way of counting what's considered one day (you get much less than 24 hours for $10 daily fee). air conditioning/heat strong but a little loud.overall it's a great place to stay for ~$110, but i wouldn't stay if it's close to ~$200 since there's many hotels in downtown seattle and you can travel by bus (for free) or walk just about anywhere. ",4.0
2987,5.0,"['small room, great locale.', 'my company books this hotel.', 'this is not acceptable in a 20 floor hotel.', 'this hotel is in a great location.let me reiterate ,the location rocks !!!!!!', 'you are near macys, nordstroms, borders,barnes and nobles, 2 movie mutiplexes and the westlake center( great food court and shopping).', ""pike's market is a very short walk from the hotel as well as many eateries, restaurants, etc."", 'this is the best location my company has used for seattle. ']","small room, great locale. my company books this hotel. the rooms are quite small but immacutely clean. there is a coffee maker . i think there is only one ice machine, which was located on the 3rd floor. this is not acceptable in a 20 floor hotel.(my only real complaint) the elevators run pretty quickly. the heating and air conditioning unit worked nicely. this hotel is in a great location.let me reiterate ,the location rocks !!!!!! you are near macys, nordstroms, borders,barnes and nobles, 2 movie mutiplexes and the westlake center( great food court and shopping). pike's market is a very short walk from the hotel as well as many eateries, restaurants, etc. this is the best location my company has used for seattle. ",4.0
2988,5.0,"['adequate stayed here for 4 days while attending a conference at the convention center.', 'just adequate as far as a hotel is concerned.', 'not too small for 2 adults, but a little more cozy than i would have preferred.', 'if you need a no frills stay when attending a function at the convention center, this place is perfect (1 block away).', 'pretty central to everything, walking was never too far.', 'the restaurant inside was good for lunch and dinner, excellent meals (very generous portions).', 'bottom line, while it had its downsides, the roosevelt is a good place to stay.', 'i would stay there again if i had too, but would try to get someplace else first. ']","adequate stayed here for 4 days while attending a conference at the convention center. just adequate as far as a hotel is concerned. the rooms are well kept, beds are comfortable. however, they are small. not too small for 2 adults, but a little more cozy than i would have preferred. same thing could be said about the bathroom. clean facilities, just small. pros: clean, close to everything. if you need a no frills stay when attending a function at the convention center, this place is perfect (1 block away). pretty central to everything, walking was never too far. the restaurant inside was good for lunch and dinner, excellent meals (very generous portions). easy to schedule car service to get back to the airport. cons: no free wireless service. you must purchase wireless access from waypoint and the cost of ~$10 per day. that was annoying considering i was on business. the gym, if you can call it a gym, is terrible. it was a converted room with 1 treadmill, 1 elliptical and 1 set of dumbbells. only 2 people could be in there at the same time. breakfast buffet was poor; few choices and it costs way too much (~$10). bottom line, while it had its downsides, the roosevelt is a good place to stay. seems to be right in the center of everything, short walks to everything i wanted to see/do. clean rooms. i would stay there again if i had too, but would try to get someplace else first. ",3.0
2989,4.0,"['need to update plumbing and work on customer service i stayed here for 4 nights while on business at the nearby convention center.', 'on the 3rd morning of my stay, the shower fixture completely fell off when i turned on the shower.']","need to update plumbing and work on customer service i stayed here for 4 nights while on business at the nearby convention center. the roosevelt's proximity to the convention center is its biggest (perhaps only?) positive. it is one short block away. the breakfast is overpriced and the same everday. a small selection of pre-packaged baked goods plus not so fresh bananas, choice of cereal, yogurt (vanilla flavor only). there are hot eggs and bacon, but the same preparation everyday - got old fast. also, the breakfast is served in vons, the bar, whose decor is somewhat strange at 7am. on the 3rd morning of my stay, the shower fixture completely fell off when i turned on the shower. this prompted a steady gush of scalding water to come out of the wall. the tub drain was very slow. there were two inches in the bathtub to spare before maintanence got the water off. i had already moved all of my belongs off the floor fearing a flood. while the maintenance staff were quite nice (even stating that this was the second time that had happend this month!!), there was no call from the front desk to make sure everything had worked out. upon checkout i mentioned the problem and the desk clerks just stared blankly.the roosevelt needs to update its plumbing fixtures and attitude. one positive was the size of the room. i had a sitting area and a bedroom area, which was nice for a long visit. though, not enough to convince me to return. ",2.0
2994,5.0,"[""excellent stay at this hotel can't say enough positive things about this hotel."", ""it is in a prime location - walking distance to pike st. market, nordstroms, macy's etc."", 'our room was spotless - bed was extremely comfortable, staff was helpful and welcoming and the price was great.', 'they offer many specials on their website so be sure to check that out.canadian chain (coast hotels) with a great reputation.']","excellent stay at this hotel can't say enough positive things about this hotel. it is in a prime location - walking distance to pike st. market, nordstroms, macy's etc. our room was spotless - bed was extremely comfortable, staff was helpful and welcoming and the price was great. they offer many specials on their website so be sure to check that out.canadian chain (coast hotels) with a great reputation. highly recommend! ",4.0
2995,4.0,"['the good and bad this is a nice and small hotel.', 'i would have expected it to have had much better noise insulation.', 'it would have been refused, according to the front desk staff (it was sent via a different name than what the room was booked under).', ""unfortunately usps can not find any records of it still.but that aside, it's a great location."", 'all the shopping centres are close by.......and the staff are great.', ""there's also a bar connected through the lobby from which you can bring drinks up to your room.i would definately stay here again. ""]","the good and bad this is a nice and small hotel. not too many rooms. quite quaint.the staff are very helpful and polite. getting the valet service is well worth the time of not having to look for a parking spot.they have wifi and a pc in the lobby for guests to use. if you need to print, they will let you to their printer. i needed to get my flight itinerary and that was really helpful.i had a connecting room (a room that has a door between another room). there was unfortunately quite a bit of noise coming from the other room. i would have expected it to have had much better noise insulation. there wasn't much of any noise from the streets, only once when a really noisy harley went by did i notice.also, the bathroom tub/shower barely drained. at the end of a short shower, i was ankle deep in stagnant water.but the washroom didn't fog up much. even after my girlfriend's long and hot shower, the steam was pretty much gone in 4-5 minutes.a package that arrived before me was no where to be found. i still haven't been able to locate where it is. it would have been refused, according to the front desk staff (it was sent via a different name than what the room was booked under). unfortunately usps can not find any records of it still.but that aside, it's a great location. all the shopping centres are close by.......and the staff are great. there's also a bar connected through the lobby from which you can bring drinks up to your room.i would definately stay here again. ",4.0
2997,4.0,"[""would not stay again i booked this hotel thru clipper vacations with a guaranteed arrival thurs nite, sept. '07."", 'the hotel: aside from being in a good location, it has little or nothing to offer.', 'however, since it is an old hotel, most rooms will probably be on the small side.', 'there is no guest computer, although the lobby is a nice sitting place.', 'even without the problems, i would not recommend this hotel.', 'it is not a good value for the price. ']","would not stay again i booked this hotel thru clipper vacations with a guaranteed arrival thurs nite, sept. '07. however, when we arrived at 10:30 pm, the desk person checked for our reservation and then replied that our room was not ready. when we finally got a room we found that upon entering the room, a super tiny one, it had a double bed, not the deluxe room with queen bed we ordered and had paid for. the next morning i complained to the front office manager to no avail. the hotel: aside from being in a good location, it has little or nothing to offer. rooms are very small, but reasonably clean. the bath room is very small with one stand alone basin. however, since it is an old hotel, most rooms will probably be on the small side. internet access charges are steep, a flat charge plus 10cts/min. there is no guest computer, although the lobby is a nice sitting place. even without the problems, i would not recommend this hotel. it is not a good value for the price. ",1.0
2998,5.0,"['great location, great value in downtown seattle for this canadian chain (coast) great hotel in downtown seattle.', 'great location--near starbucks, downtown shopping, etc.', 'great service.', 'can walk to all the attractions.', 'a better value than other downtown spots.']","great location, great value in downtown seattle for this canadian chain (coast) great hotel in downtown seattle. bathrobes and bath shoes included. great location--near starbucks, downtown shopping, etc. great service. canadian coast chain seems to do a top notch job.rate was reasonable. can walk to all the attractions. a better value than other downtown spots. rooms a bit small, though. ",5.0
2999,5.0,"['great location, good value!', 'i booked my stay here at the roosevelt after much searching for a reasonably priced hotel in seattle.', 'a friend of mine recommended this place and i was so happy he did.', 'it was also an easy walk to and from the bus station, as well as pike place market, downtown shopping, etc.', 'i would definitely stay here again! ']","great location, good value! i booked my stay here at the roosevelt after much searching for a reasonably priced hotel in seattle. they appear to be hard to come by! a friend of mine recommended this place and i was so happy he did. i enjoyed it very much. the staff were very nice, the room was clean and the bed very comfortable. i had a wonderful view as well! it was also an easy walk to and from the bus station, as well as pike place market, downtown shopping, etc. i would definitely stay here again! ",4.0
3000,5.0,"['good location as mentioned in many other reviews, the location of the roosevelt can not be beat.', 'a fair price and location are the only reasons we stay there.', 'the room needed a good cleaning.', 'checked out the bathroom and it too needed a good cleaning.']","good location as mentioned in many other reviews, the location of the roosevelt can not be beat. a fair price and location are the only reasons we stay there. the room needed a good cleaning. we walked in the room and immediately saw a very stained carpet. checked out the bathroom and it too needed a good cleaning. check in, check out...no problems. ",3.0
3001,5.0,"['tiny room great location clean but tiny room.', 'great location if your going to the convention centre. ']","tiny room great location clean but tiny room. fantastic view of brick wall!. bathroom tiny with no bath, just shower. shower drainage very slow. staff very helpful. great location if your going to the convention centre. ",3.0
3003,5.0,"['great place to stay in downtown seattle i was in town for a convention and after reading good reviews for this hotel decided to book my stay there rather than one of the host hotels.', ""being built in 1929 the hotel had charm that i didn't find in the more modern hotels (and thankfully no construction was going on either) the room was more than adequate, yes the bathroom is small, but so is the one in my 800 square foot house, so it was no problem for me."", 'the room was clean, hotel staff pleasant and helpful, internet access was good , room service was prompt.', 'the hotel is located close to everything.', 'just a 5 minute walk to the convention center and right across the street from the pacific place mall.', ""six blocks from pike's place market, an easy walk as well."", ""the hotel is adjacent to von's restaurant which featured a buffet breakfast each morning for $11.99."", 'overall i would stay here again! ']","great place to stay in downtown seattle i was in town for a convention and after reading good reviews for this hotel decided to book my stay there rather than one of the host hotels. i was glad i did! being built in 1929 the hotel had charm that i didn't find in the more modern hotels (and thankfully no construction was going on either) the room was more than adequate, yes the bathroom is small, but so is the one in my 800 square foot house, so it was no problem for me. i did opt for one of the larger deluxe bedrooms (#705) with a king bed that featured an extra seating area and tv so it that was an added plus (the others who booked with me had the smaller rooms but still said their rooms were adequate). the room was clean, hotel staff pleasant and helpful, internet access was good , room service was prompt. the hotel is located close to everything. just a 5 minute walk to the convention center and right across the street from the pacific place mall. six blocks from pike's place market, an easy walk as well. its also close (within 2-3 blocks) to the monorail for a quick trip to the space needle. the hotel is adjacent to von's restaurant which featured a buffet breakfast each morning for $11.99. the grayline airporter offers transportion to and from the airport, with their drop off/pick up point being just across the street at the hyatt, $17.00 round trip. overall i would stay here again! ",5.0
3004,5.0,"['welcoming boutique hotel for the road warrior i stayed at the roosevelt april 10-15, 2007, here for the amer.', ""i'm a journalist and an experienced business traveler and i really enjoyed this homey, pleasant hotel."", ""it was great to come home to this place, especially if you're tired of the cookie-cutter chain hotels."", 'note it is a 100% no smoking hotel.the lobby of this smallish hotel has a fireplace, an excellent literate library with many books worth reading, and there is a fitness room with a few cardio machines and a free weights set.', '(the hotel should advertise that fitness room.', 'the location is excellent -- a short walk to the monorail to the space needle, an even shorter walk to the convention center, tons of shopping, and great restaurants.', ""be sure to eat at von's, which is attached to the hotel.""]","welcoming boutique hotel for the road warrior i stayed at the roosevelt april 10-15, 2007, here for the amer. assoc. of clinical endocrinologists meeting. i'm a journalist and an experienced business traveler and i really enjoyed this homey, pleasant hotel. the staff was extremely friendly and accommodating. it was great to come home to this place, especially if you're tired of the cookie-cutter chain hotels. however, i choose the roosevelt because it was cheaper than alternatives. note it is a 100% no smoking hotel.the lobby of this smallish hotel has a fireplace, an excellent literate library with many books worth reading, and there is a fitness room with a few cardio machines and a free weights set. (the hotel should advertise that fitness room. i didn't bring my gym shoes but made do.)my room was very small, but adequate for working, and flawlessly appointed. there is a free internet connection in the lobby, so i checked my email for free multiple times a day, but otherwise you have to pay for internet on a daily basis. there's a starbucks with excellent working tables right across the street where i could get my wifi fix. also, the express bus to the airport stops right across the street, in front of the hyatt -- doesn't get easier than this; costs $10.25. the location is excellent -- a short walk to the monorail to the space needle, an even shorter walk to the convention center, tons of shopping, and great restaurants. be sure to eat at von's, which is attached to the hotel. they fruitwood roast their own meats and make homemade vanilla ice cream. the bacon in the morning is baked with brown sugar and tastes amazing. also hit the cheesecake factory, yes it's a chain and it's jammed, but the fish especially is really outstanding. the cheesecake is the fluffy kind and comes in dozens of flavors. ",5.0
3005,5.0,"['still like it i have stayed at the roosevelt a few times and it is a hotel i like to recommend to people.', 'location is great and the price is usually a little lower than other hotels in the neighbourhood.', 'the hotel is dated, but clean and does not have that sad shabby feeling.', 'this time i had a room smaller than i have ever seen in the us, it was a size of a london hotel room.', 'anybody approaching 6 ft would have had major issues trying to get clean.', 'but i did have a sound view and with a location like that i was not planning to spend much time in my room.most likely i will be back.', 'however, if i were to share a room, i would make sure it is one of the larger ones (or should we say, less small) before signing on the dotted line. ']","still like it i have stayed at the roosevelt a few times and it is a hotel i like to recommend to people. location is great and the price is usually a little lower than other hotels in the neighbourhood. however, there is a bit of a catch. the hotel is dated, but clean and does not have that sad shabby feeling. rooms are relatively small. this time i had a room smaller than i have ever seen in the us, it was a size of a london hotel room. bathroom was a size of a closet. anybody approaching 6 ft would have had major issues trying to get clean. but i did have a sound view and with a location like that i was not planning to spend much time in my room.most likely i will be back. however, if i were to share a room, i would make sure it is one of the larger ones (or should we say, less small) before signing on the dotted line. ",3.0
3006,5.0,"['a gem of a hotel i recently spent two nights at the roosevelt when i attended a conference at the nearby convention center.', 'i was pleasantly surprised and pleased by the accommodations and service.to begin with, although my reservation was for multiple nights, my flight to seattle was cancelled resulting in an abbreviated stay.', 'i contacted the hotel and my cancellation was approved with no charge for the night i missed.', ""well-decorated, clean and quite welcoming, the room, hallways and lobby relfect the ambience of a well-appointed boutique hotel.the attendants in the lobby and at the reception desk were extremely friendly and informative in terms of sites to visit, directions and resturants.the location of the roosevelt can't be beat- in the center of the downtown area and literaly steps from the convention center and within walking distance to all the tourist sites in downtown seattle."", 'another plus- the gray line downtown transporter bus stops across the street from the roosevelt.', 'only $17 roundtrip if you book online, the downtown transporter is a comfortable, economical and efficient way to get to the downtown area from seatac airport.add to the fact that the rates at the roosevelt are so reasonable, the hotel is a hidden jewel that i heartly recommend to the business traveler and tourist alike. ']","a gem of a hotel i recently spent two nights at the roosevelt when i attended a conference at the nearby convention center. i was pleasantly surprised and pleased by the accommodations and service.to begin with, although my reservation was for multiple nights, my flight to seattle was cancelled resulting in an abbreviated stay. i contacted the hotel and my cancellation was approved with no charge for the night i missed. my room was a mini-suite with king-sized bed and a separate sitting area. well-decorated, clean and quite welcoming, the room, hallways and lobby relfect the ambience of a well-appointed boutique hotel.the attendants in the lobby and at the reception desk were extremely friendly and informative in terms of sites to visit, directions and resturants.the location of the roosevelt can't be beat- in the center of the downtown area and literaly steps from the convention center and within walking distance to all the tourist sites in downtown seattle. another plus- the gray line downtown transporter bus stops across the street from the roosevelt. only $17 roundtrip if you book online, the downtown transporter is a comfortable, economical and efficient way to get to the downtown area from seatac airport.add to the fact that the rates at the roosevelt are so reasonable, the hotel is a hidden jewel that i heartly recommend to the business traveler and tourist alike. ",5.0
