,aspectRating,aspectSentences,Content,Overall
3578,4.0,"['the staff were very keen for us to charge things, giving the impression that they prefer the business traveller to tourists.']","hotel nice shame about the staff attitude the room was very nice and clean, however on the first day when we asked about public transport, they did not tell usthat they sold the tram tickets. the staff were very keen for us to charge things, giving the impression that they prefer the business traveller to tourists. public transport was very good. ",3.0
3581,2.0,"['average business hotel small, but optimally situated rooms.', 'the mattresses could use an update!wireless internet worked much better before the hotel filled up for the conference.', ""the #4 tram is nearby and can take you right into the city center as it really isn't walkable from the novotel.""]","average business hotel small, but optimally situated rooms. the rooms and bathrooms seem to be recently remodeled or at least very well maintained. the mattresses could use an update!wireless internet worked much better before the hotel filled up for the conference. the distance to the rai was a little more than i had hoped but wasn't bad when the weather was pleasent. the #4 tram is nearby and can take you right into the city center as it really isn't walkable from the novotel. the restaruant had pretty good food and a full menu is available for room service if requested, otherwise a short menu is provided.check out took over 40 minutes which was a stressful start to the day as the conference started at 8am. ",3.0
3582,3.0,['the hotel was in easy walking distance to the rai convention centre and the rai station as well as tram 14 which takes you straight into the city. '],efficient and comfortable the checkin was polite and efficient and the room clean and comfortable. i have no complaints about this hotel and the breakfast was excellent; a very comprehensive buffet (rather busy but the staff were excellent). the hotel was in easy walking distance to the rai convention centre and the rai station as well as tram 14 which takes you straight into the city. ,4.0
3584,5.0,"['unremarkable business hotel this hotel is a modern building close to the rai centre in the south of amsterdam.', 'in many ways it is fairly anonymous, having the usual amenities of the type, but is well run and has a range of shops as part of the complex.it is a little too far from the tourist attractions of central amsterdam, but should suit business travellers. ']","unremarkable business hotel this hotel is a modern building close to the rai centre in the south of amsterdam. in many ways it is fairly anonymous, having the usual amenities of the type, but is well run and has a range of shops as part of the complex.it is a little too far from the tourist attractions of central amsterdam, but should suit business travellers. ",4.0
3595,2.0,"['avoid using the internet though, at eur3 / 15 mins it is quite expensive.']","fairly good stayed here for 2 nights in early dec as part of kumuka tour. the hotel is located near the rai congress centre, and is also conveniently located near the train/tram stations. a trip to the city centre takes approx 20 minutes.the room themselves are above-average size for a european hotel and were comfortable and pleasant. a plus was the tea/coffee maker they provided. buffet breakfast was good, and staff were quite helpful. avoid using the internet though, at eur3 / 15 mins it is quite expensive. overall a pleasant stay, and if you don't mind travelling by public transport into the city then this hotel is value for money. ",4.0
3619,5.0,"['free wireless.', 'free nespresso machine in each room.']","awesome! upgraded to a higher floor on our last night of our honeymoon, we were ecstatic with this hotel. super cool design from the invisibleshower drain, room number lit on the hallway floor, to the cage surrounding the entire building. super comfortable bed. free wireless. awesome roof top terrace suitable for warmer weather. room service was extremely reasonable even with our terrible exchange rate (cdn). free nespresso machine in each room. staff was awesome getting us a same-day reservation at a michelin star restaurant in madrid the day we left. definitely recommended.... ",5.0
3620,5.0,"[""all the positive comments in previous reviews about the style and features of the hotel we felt were justified: friendly staff, general hotel facilities, rooftop terrace + views, internet access, cleanliness of room, shower, quality of toiletries, towels etc (though a bit of conservation awareness here wouldn't come amiss), and of course the gadgetry which, when you work it out, is great fun.""]","fun hotel, great location i rarely write hotel reviews, even though i make use of them - esp. tripadvisor's - so this is an exception, prompted partly by the barcelo raval being a new hotel, and partly by a wish to counter the occasional negative reviews it gathered early on.we've just returned after spending a really excellent 5 days at the hotel over the new year - a generally low key event in barcelona, incidentally. all the positive comments in previous reviews about the style and features of the hotel we felt were justified: friendly staff, general hotel facilities, rooftop terrace + views, internet access, cleanliness of room, shower, quality of toiletries, towels etc (though a bit of conservation awareness here wouldn't come amiss), and of course the gadgetry which, when you work it out, is great fun. only occasionally does style triumph over functionality - would a handle on the sliding toilet door be so unsightly? or a work surface of some description?we had a superior double room on the 4th floor, and it may be that the layout of the more expensive rooms on the higher floors (with better views) is slightly different, but we didn't feel the open plan design would present any problem for the great majority of guests. as for the location - the other negative mentioned in some reviews - the raval neighbourhood tends to receive its own section in updated tourist guides and it is surely a fast developing tourist area. so, while still roughish at night, it is fine during the day and should, in our view, certainly not be seen as prohibitive (even the carrer de l'hospital route to las ramblas, from which you can cut through to the excellent central market).eating - if you can get a deal including breakfast, it's almost certainly worth it - the continental breakfast is varied and plentiful, and hot is available (included in the price, at least if you have the scrambled eggs!). there are two restaurants even closer than la reina del raval (and, we felt, better) - el cafeti and, slightly more expensive - though both offer set menus - casa leopoldo, both on carrer de saint rafael, literally alongside the hotel.all in all, a hotel that is enterprising, trying hard, and that deserves to succeed. but yes, certainly at present, barcelona is not a cheap short break. ",5.0
3625,5.0,"['the bed was exceptionally comfortable, the linen and towels were the best we have ever experienced, the shower was great and it had free wi-fi access.']","loved barcelona and the barcelo raval we stayed at this wonderful hotel in mid-november for 4 nights. it is a modern, stylish hotel. the rooms are interesting and functional. the bed was exceptionally comfortable, the linen and towels were the best we have ever experienced, the shower was great and it had free wi-fi access. the gadgets were fun; lcd tv, funky lighting and curtains that opened at the press of a button. on the couple of occasions we ate in the hotel, the food was outstanding. it was innovative, fresh, tasty and stylishly presented. the cocktails were very nice too. the roof terrace had wonderful 360 degree views of the city. the distinctive round design and metal cladding on the building meant that the hotel was a bit of landmark and could be seen from many of the tourist sites around the city.we found the staff friendly and helpful. the nearby la reina del raval restaurant was also excellent. turn right up the rambla del raval from the main hotel entrance and it is less than a block away. the bad reviews of the hotel seemed to mainly centre on the shower and the location. i can understand if someone was uncomfortable being naked with their roommate, the shower could be a bit revealing. but, that is certainly only a problem for a minority of people. the shower itself was excellent, as were the toiletries. some of the surrounding areas had obviously not yet been regenerated yet and i can see why some reviewers might comment on the some of the people on the streets between the hotel and las ramblas, but we walked all around the area during the day and night and never felt uncomfortable. it was certainly no worse than any of the areas close to a working port in any of the other major cities we have visited. the cost of the mini-bar items and water was no worse than any other hotel i have stayed in. the advantage of being in a residential area meant that there were many little supermarkets nearby that sold water etc at cheap prices. so you were not a prisoner of the mini-bar. we loved the hotel and barcelona in general. ",5.0
3630,2.0,['there were numerous guests in the lobby waiting to go out and we just got told to move away from the doors with no explanation or apology.'],"don't do it!! my boyfriend and i were very dissatisfied with the new barcelo raval hotel in barcelona when we went on their opening weekend.we understand that the hotel was in its opening days and the staff were still being trained and getting used to the systems in place, however this does not excuse the attitude of some of the staff, in particular the concierge/security and the service that we received.we arrived in the early hours of friday morning, checked in and went to our room. i had a shower and it flooded the bedroom! i phoned down to reception and they said we had two options; we could stay in the room (why we would want to stay in a flooded room is beyond me!) or move. i requested that we move and we were shown to a new room along the corridor. this was a huge inconvenience as we had unpacked our belongings. the man that showed us to our new room also said that this had happened in various other rooms so i find it unbelievable that this wasn't checked in our room before we were checked into it.on friday we arrived back at the hotel at approx 5pm and our room had still not been cleaned. the cleaner finally came round at about 5.30pm but we were in our room relaxing and didn't want to have to leave. this should have been cleaned in the morning and not in the evening. we wanted to hire bikes for the day on saturday so on friday pm i called down to reception and asked for recommendations for bike hire. i was told that they would look into it and get back to me. i never received a call back. again very poor customer service for a 4* hotel.on saturday morning we awoke at approx 10am and we had no lite breakfast waiting on our door. i called down to reception to ask where it was and they said they would send one up. 20 mins later we still had no breakfast so i called down again and once again no breakfast arrived. after a third call they finally managed to send up our breakfast 40 mins after we had to call and ask for it, which we shouldn't have had to do in the first place. i received no apology for this delay and when it arrived it was the same breakfast as the day before. i would have thought you would have provided a variety for the cost.on friday night there was demonstration outside the hotel which was highly threatening and we received no explanation from the hotel staff as to what was going on. the hotel was being covered in graffiti, there were eggs and bottles being thrown at the doors and windows and it was a deeply unnerving experience. there were numerous guests in the lobby waiting to go out and we just got told to move away from the doors with no explanation or apology. we wanted to leave to go for dinner and were ushered out the back door as the front door has been locked and was surrounded by demonstrators. again there was no explanation or apology and this was truly despicable customer service.on numerous occasions upon entering the hotel we were also asked by the concierge/security where we were going and if we were staying there. it was the same man every day that asked the same questions and made us feel most unwelcome. if i pay to stay in a 4* establishment i don't expect to feel targeted by the staff and made to feel as if we shouldn't be staying there.i would also like to comment regarding the lighting in the rooms, there were too many gadgets and lights everywhere that make it very difficult to get a good nights sleep, also the soundproofing in the hotel is appalling and we could here the footsteps from the room upstairs, noise from next door and here the voices in the corridors at 4 in the morning word for word.the rooms also had no bins so we had to pile up our rubbish on the side, not only is this highly unhygienic, it is very unsightly and messy for guests. also we had an espresso machine and tea bags, yet we had no mugs and coffee cups to go with it. again this is very poorly thought out and bad customer service.all in all the stay at your hotel was unenjoyable and a complete farce and the fact that it was the opening weekend can not be used as an excuse. ",1.0
3632,3.0,"['balconies - they forget to tell you that you can not use them, or even open a widow!very dangerous to go out in the evening, lots of dark dirty alleys, with no safe access to las ramblas after dusk.room bar totally over priced.cleaning standards not up to a 4 star standard.hotel complaints procedure non existant. ']","the new las ramblas?, more like a slum location location totally misrepresented. views of the city, more like of beirut! balconies - they forget to tell you that you can not use them, or even open a widow!very dangerous to go out in the evening, lots of dark dirty alleys, with no safe access to las ramblas after dusk.room bar totally over priced.cleaning standards not up to a 4 star standard.hotel complaints procedure non existant. ",1.0
3638,5.0,"['in our party were 3 couples, we were celebrating a big birthday and a short phone call explaining beforehand upgraded our room free of charge to the matrimomal suite.']","barcelo raval we've just returned from a weekend at the barcelo raval and as there are very few reviews thought we should add one. in our party were 3 couples, we were celebrating a big birthday and a short phone call explaining beforehand upgraded our room free of charge to the matrimomal suite. hotel is futuristic, very clean and reminded us of laurence llewyn bowen with its black, white and pink decor. room itself was lovely, the bed huge, shower powerful. you need a degree to work the coffee machine but after a few spillages on the floor we managed to get a grip of it. if you're a gadget freak the electronic a/c, curtains and above bed spotlights (!) will hit the spot. views from the roof are superb but the pool is more like a big bath than swimming pool. during the day the location is fine, at night we preferred to get a cab back as there were a few undesirables lurking. we went room only but each morning there was a goody bag with oj, yogurt and fruit on our door handle. reception were very helpful and all spoke english. would recommend for couples rather than families (we left the kids at home with nana). ",4.0
3643,5.0,"['the lobby is ultra modern in styling with really interesting features (such as the life size horse that is a lamp), cool furniture items dispersed around apple mac flat screens for free online web access, and a minimalist bar area.']","barcelo raval - a very cool hotel! i have only never felt moved to write a review before in my life, as although i have experienced great (and very bad!) service and standards it has never been a surprise. however i want to write this to inform other travellers about this amazing gem of a hotel because a) it is brand new and no reviews or pictures exist and i had to take a gamble on whether to go for it or not for my girlfiend's surpise birthday; and b) because we had such a great time we want to thank the hotel by recommending it to everyone!(just to put into context for readers - we are a couple in our late twenties, and have stayed in the top hotels of dubai, miami and singapore, yet also the more basic chain hotels of europe so have a wide experience of standards to refer against).hotel barcelo raval is a really cool, chic design/boutique hotel. from the moment you arrive outside and see its ergonomic design you know this will be a different experience. the lobby is ultra modern in styling with really interesting features (such as the life size horse that is a lamp), cool furniture items dispersed around apple mac flat screens for free online web access, and a minimalist bar area. the staff were fantastic in their welcome, all with very good english and we were soon checked in and on our way to the room. the hotel floors are dark with no natural light, but this accentuates things such as the fact no doors have room numbers - these are light in neon on the floor in the carpet instead. sensor lights turn on as you approach your door and the electronic door key is not inserted into any slot, instead just waved over the sensor for the door to open.inside the room is an all in one open plan design (it's not huge, but more than adequate) - with white bed and floor with stark bright colour and retro wallpaper and curtains. the shower cube is quite central and glass on both sides so you can see right in from the bed (fantastic for couples, not sure how it would work if you were travelling with a mate!). some styling features that symbolise the room: there is no drain plug in the shower, the water trickles away around the square edge of the shower room; the toilet is hidden behind a mirror door that is accessed by sliding along and closing the wardrobe, ipod dock, flat screen tv, espresso machine, low level lighting for night-time, and electronic control panel for all lighting, curtains, etc....the list is very long!another great feature is the rooftop floor - take a trip up there and you will get a panoramic view of the city as you walk all around the building and there are telescopes for your use too. the rooftop pool is small, not really for swimming in, more to dip in while sipping cocktails but it was not that warm for us to try. we wrapped up and went up at night, took a bottle of champagne with us and looked out at barcelona under the stars sitting by the neon lit pool area. amazing!we were one of the first guests to stay there - it only officially opened around the 24th september - yet everything went very very smooth. the hotel is only 5 mins walk to la ramblas, and the square it is in has some very nice restaurants and bars and was quite lively on friday night. we really loved the hotel and it really suits 'younger travellers', especially couples on a short city break. if you go to barcelona you really should not be spending most of your time in the hotel room - but if you do, then i cannot imagine a better one than at hotel barcelo raval! ",5.0
3646,1.0,"['it offers low rates, but actually it makes you pay for everything: business center, gym, even the diy laundry.', ""the restaurant is available only for breakfast, and for 18 aud you are advised to go elsewhere and have some better food.internet connectivity is available, sure: it costs 27 aud per day, plus 10 cents per megabyte over 100. result: a couple of skype calls and ordinary e-mail reading, and you're already above the limit.the hotel is old and the rooms have seen better days.""]","awful experience this hotel is a trap. it offers low rates, but actually it makes you pay for everything: business center, gym, even the diy laundry. the restaurant is available only for breakfast, and for 18 aud you are advised to go elsewhere and have some better food.internet connectivity is available, sure: it costs 27 aud per day, plus 10 cents per megabyte over 100. result: a couple of skype calls and ordinary e-mail reading, and you're already above the limit.the hotel is old and the rooms have seen better days. the minibar in the room is empty, the coffeemaking facilities have awful coffee... all in all, every single detail is not satisfactory. ",1.0
3648,2.0,"['2. the internet service in the room is extremely expensive - 55 cents a minute with a cap at $27 per day.', ""and given that it isn't even wireless.""]","good value for money i stayed here about ten years ago when the hotel first opened and was perfectly satisfied with my stay. read a lot of negative reviews on tripadvisor, but despite this we booked again given the great location and reasonable price. we were upgraded for some reason to a two room suite which had a view of the sydney cbd. generally the room was fine, there were just a few issues:1. the air conditioner in the bedroom was extremely noisy and it was impossible to sleep with it on. it got rather hot and stuffy around 4am when i got up switched it on for a bit and then turned it off and went back to sleep. 2. the internet service in the room is extremely expensive - 55 cents a minute with a cap at $27 per day. and given that it isn't even wireless. also you had to use the ethernet cable provided (as it couldn't be removed from the socket) and it prevented working in a more comfortable location in the room (i brought my own very long cable). 3. the hotel has parking underneath the building but it is more expensive than the car park at the other end of thomas street. also when we showed up someone was parked across the entrance so we couldn't use it anyway. it's good we weren't already parked in the carpark and couldn't get out! ",3.0
3649,2.0,"['the guy at the reception at nighttime had no clue about the internet rates, even though i asked some very simple questions to him: he seemed to have learned some technical words by heart, without really understanding what they meant.']","no good the hotel asks you to pay the full amount of your reservation at check-in and charges you for using basic things such as the safe box in the room. not a good policy in my opinion. the hotel has a central location in sydney, and this is the only positive aspect. my room was supposed to be a non-smoking one, but everything smelled strongly of smoke, and the windows could not be opened to let some fresh air in. the guy at the reception at nighttime had no clue about the internet rates, even though i asked some very simple questions to him: he seemed to have learned some technical words by heart, without really understanding what they meant. the morning receptionist (a girl) was much more friendly and helpful. unfortunately i found a really big cockroach in the bathroom, and this encouraged me to check out of this place asap. ",1.0
3652,3.0,"[""it's cheap for a downtown hotel.""]","great southern location location location booked into the great southern using wotif.com for $69. it's one block from central railway station which is the main station in sydney. it's cheap for a downtown hotel. it has a basic restaurant which has a quirky rule of only serving full breakfasts (@ $18) so you cannot just get a coffee or a bacon  egg roll.the rooms are basic but clean. the hot water is set to comfortably warm so you needn't add any cold water at all for your shower. the bar on street level is popular with backpackers, office workers and inner city dwellers and has lots of cold beers on tap even boags.it's right on george st., sydney city's main street so you can stroll down to circular quay, the rocks or up to kings cross if you aren't in a rush or to chinatown right behind or nearby touristy places like darling harbour on the inner harbour. the main thing is that it's close to the rail station and all the bright lights but is relatively cheap. ",4.0
3656,1.0,"['the internet charges are absurdly high.', 'when we checked out of the hotel, we were presented with a charge of over $16 for the day we left - the time listed on the print-out was for after we had packed our bags (including the computer) and had loaded them prior to going downstairs for breakfast - in other words, they were mistaken.', 'this hotel has lost thousands of dollars of business from us in future all over the arrogance and rudeness of the manager. ']","rude manangement - beware of charges the rooms in this hotel are fine. the beds comfortable and the cleaning staff attentive. i did notice a large discrepancy in rooms - some of our group had much less room (stepping on a bed to reach the bathroom) substandard tvs and no closets. the bathroom was fine, although in could be cleaner. my qualm is with the management more than the room itself. the internet charges are absurdly high. we were aware of this, and were careful to log on only long enough to download e-mails to work on later off-line. we averaged 3-5minutes per day. when we checked out of the hotel, we were presented with a charge of over $16 for the day we left - the time listed on the print-out was for after we had packed our bags (including the computer) and had loaded them prior to going downstairs for breakfast - in other words, they were mistaken. having been notified of their error, the manager accosted us and accused us of wrong-doing. he said his paper didn't lie, and maybe we were sadly mistaken. when i said, are you calling me a liar? he became billigerent and ruder. he of course did not refund our $16 bucks. we were traveling as the chaperones/leaders of a college study abroad group - mostly upper level under-grads and graduate students. one night, the management called their room and said if they didn't shut up immediately, they would be thrown in the street. the manager then came to the room and threatened them. they never contacted us (they had our room number) . the manager used horribly profane language and threats witnessed by numerous patrons. when confronted with this information, the manager stated that we were stupid to believe the students over them and this never happened!!!! it should be noted that our room was near the alleged trouble-makers and we never heard a peep!!!we take groups of students as well as non-students multiple times per year over-seas. this hotel has lost thousands of dollars of business from us in future all over the arrogance and rudeness of the manager. ",2.0
3661,3.0,['it is excellent value for being in downtown sydney.'],"no problems stayed here for 2 nights in early january and 2 nights in late january. i was very happy in staying there. the staff is friendly, rooms and property are very clean. i asked for a quiet room each stay and they did give that to me. everything worked from air conditioner to tv and the bed was comfortable. location is good as it is only 1 block from cental station and you can catch a train where ever you want to go. paddys market is across the street and the deals you can get there is top notch. for room i paid from $94 to $129 per night. it is excellent value for being in downtown sydney. just be aware that the rooms are small. ",4.0
3665,3.0,['the only negative i have was the internet cost.'],"stay here with confidence. i stayed here in june as part of a tour group. we spent five nights at this hotel and were very pleased. we were a group of 50+ people, teenagers included, and everything we had to deal with was pleasant. the front desk people couldn't have been more accomodating. the breakfast was hot, fresh, and plentiful. the only negative i have was the internet cost. being from the states, i found .55 per minute a bit extreme, but of course i paid it!!! my roommate and i had a room with two twins, frig and desk. we had plenty of room. others in our group had rooms that were a bit smaller (ok...a lot smaller) but everyone said their beds were comfortable and the rooms were clean. the pub downstairs offered a bit of nightlife for our group as well. the biggest plus of all was paddy's market steps away. if you need/want souvenirs, this is the place to go. you can also pick up a jacket or scarf if you find your wardrobe is lacking for the australian winter. i read some reviews about the sex shops and all before we stayed here, but i have to say i felt very safe. i walked around the area with no fear for my safety. it is also convenient for mass transit with the train station across the street. all in all, i would recommend this hotel for fellow travelers. ",4.0
3668,3.0,"['extremely cramped with no amenities, just a bed, tv, and bathroom all crammed into a tiny space.']","wonderful service, average rooms we stayed at this hotel overnight, while attending a function at darling harbour last week.from the outside, the hotel looks old and decrepit, however it has been renovated inside, and the reception area is very elegant and classy. i found the staff to be extremely pleasant and helpful, and the hotel as a whole to be alot more personal than other places i have stayed at.the room we were allocated was absolutely tiny! do not expect a luxurious room while staying at this place! extremely cramped with no amenities, just a bed, tv, and bathroom all crammed into a tiny space. no view whatsoever, hardly any natural sunlight as all. however, we were only using the room as a sleeping point, so it didn't affect us too much. keep in mind our room was only a standard one, so those willing to pay a bit extra would probably be allocated a better room!!this hotel is good for travellers wishing to stay for a limited period (ie:overnight) and are just after basic accomodation, and a clean bed. as i mentioned earlier, the interior of the hotel is very elegant and classy, and the staff were extremely accomodating, it's really only the rooms which let it down! i would not recommend it for families, or people staying in sydney for more than a night or two. ",4.0
3682,5.0,"['excellent hotel i recently returned from a business trip to dallas.', 'spacious, clean rooms (complete with chocolates on your pillow every night), an extremely friendly staff, and a location convenient to downtown.', 'plus, a free shuttle brings you anywhere you want to go and picks you up (within a few mile radius).']","excellent hotel i recently returned from a business trip to dallas. my stay at this hotel could not have been better. spacious, clean rooms (complete with chocolates on your pillow every night), an extremely friendly staff, and a location convenient to downtown. plus, a free shuttle brings you anywhere you want to go and picks you up (within a few mile radius). if i go back to dallas, i will most definitely stay at this hotel again!! thanks :) ",5.0
3684,3.0,"['1) free shuttle service: parking can be expensive and they will drive you and pick you up from anywhere in a 5 mile radius.', '2) great rooms: the extra living room space and color palate really increased the enjoyability factor of our stay.', '3) free breakfast: make sure you book your room with a free breakfast.', 'please note that internet does not come for free at the marriott but that there is a business center with a printer attached as well. ']",excellent stay the marriott suites is an excellent choice if visiting the dallas area for three main reasons. 1) free shuttle service: parking can be expensive and they will drive you and pick you up from anywhere in a 5 mile radius. 2) great rooms: the extra living room space and color palate really increased the enjoyability factor of our stay. 3) free breakfast: make sure you book your room with a free breakfast. not only was it delicious but the service was extravagant. please note that internet does not come for free at the marriott but that there is a business center with a printer attached as well. ,5.0
3687,3.0,"['the elektronica music playing in the lobby/restaurant was irritating, so we left a comment about that in one of the survey cards.', 'they charge for broadband, which seems wrong these days, but we needed a secure connection, which rules out the local starbucks.']","go for the bed, stay for the service we selected this marriott's for our first trip to dallas based upon your tripadvisor .com feedback. a main reason that we stay at any hotel is to sleep (more or less), so the mattress and pillows etc are our top priority. lousy sleep, lousy start to the next day. the new (we assume) revive bedding that marriott features in some/all of these rooms is absolutely outstanding!! soft but supportive, really comfortable. select the extra feather pillows option too. pillow talk aside, the room floorplan (executive suite) was very well designed; spacious and efficient. we used the aaa discount, which allowed us a suite deal. we requested a high floor in our reservation and got it. only suggestion would be to specify the southwest side of the building to minimize or eliminate freeway noise. on the 10th floor it wasn't an issue, but down low could get noisy due to the concrete freeways in dallas. zero noise from adjoining rooms. hvac kept the room pleasant, quietly. service was outstanding, with everyone greeting us pleasantly, excellent restaurant/bar service, and efficient housekeeping. they served a full menu in the bar after the restaurant closed, which was perfect for us due to our long days away from the hotel. the food was consistently good (great cheeseburgers). the elektronica music playing in the lobby/restaurant was irritating, so we left a comment about that in one of the survey cards. plenty of parking, small sundries store. they charge for broadband, which seems wrong these days, but we needed a secure connection, which rules out the local starbucks. overall, this hotel worked hard to make our stay pleasant and to assure our consideration should we be back in that part of texas. ",5.0
3688,3.0,"['i stayed here on business in early march, 2008. great room at a great rate!', 'i love the location and access.']","outstanding hotel! i stayed here on business in early march, 2008. great room at a great rate! i love the location and access. the room was just the right size.i found the staff to be very friendly and on the ball. i had several packages shipped to me before arrival, which always concerns me, but they showed up in great shape and the staff informed me right at check-in that the packages had arrived.i highly recommend marriott suites! ",5.0
3690,4.0,['would be unbelievable if the internet was not soo pricey '],"outstanding! we booked a training event at the property. what a great property. staff were attentive and responsive, rooms were heavenly a!nd the food was great. drinks in the bar are pricey. and they will take you down to the west end where there is a great bunch of restaurants.overall, wonderful! would be unbelievable if the internet was not soo pricey ",5.0
3694,4.0,"['the set-up of the suite, which includes a seating area and desk seperate from the bedroom, is excellent for business stays.']","fine stay at the marriott suites the marriott suites is a perfectly fine hotel in a convenient location. the set-up of the suite, which includes a seating area and desk seperate from the bedroom, is excellent for business stays. the hotel is well-decorated and the staff is very professional. the only downside, as other reviewers have noted, is that there is nothing (restaurants, stores, etc.) within walking or short driving distance of the hotel (you generally have to get on the freeway to get anywhere). as dallas traffic is terrible, this is a bit of a downside. i might consider staying here if returning but would likely check out the many hotels nearby. ",4.0
3695,4.0,"['the room is a very spacious suite of two rooms with a lot of comfortable space and furniture to relax.', 'however, the drive to the heart of downtown was less than 10 minutes -- very convenient.the room was very clean and orderly.', 'the lobby and restaurant were simple and nice.the room would be excellent for two friends traveling together or for a couple, as one person could go to bed, with the other watching tv or reading in the other room.']","marriott dallas is a solid choice this hotel is a solid, high-end place. the room is a very spacious suite of two rooms with a lot of comfortable space and furniture to relax. room service was fast and good -- only drawback is that it ends at 11:00 pm. my highest marks go to hotels with some type of 24 hour food service.the location is a bit odd -- there is no place accessible via walking. this is a car accessible place only -- it is in a highway corridor with a number of other very large hotels. however, the drive to the heart of downtown was less than 10 minutes -- very convenient.the room was very clean and orderly. the lobby and restaurant were simple and nice.the room would be excellent for two friends traveling together or for a couple, as one person could go to bed, with the other watching tv or reading in the other room. nice set-up. ",4.0
3696,2.0,"['this hotel also offers a free shuttle service to the airport, west end  uptown.', 'mini kitchen area, sink, refrigerator,  coffee maker.my only compliant was the business center did not provide computer internet service for free.', 'although hotel is wired for wireless which is free in public areas, i just did not have my lap top with me. ']","tripadvisor does not steer you wrong! great hotel! this marriott hotel is rated at a class 4 hotel, but it is really a 5 or 6 class rating. the hotel does not give itself enough credit. as a silver elite marriott member this hotel was very impressive. i chose this hotel because of the reviews i read on trip advisor and it did not disappoint. only a few minutes from the west end (cobble stone, historic, restaurant area) by car. this hotel also offers a free shuttle service to the airport, west end  uptown. also check out the uptown area, a more trendy area with more bars,  restaurants. great location.rooms are suites with a set of french doors separating the bedroom from sitting room. great room  service for the price. mini kitchen area, sink, refrigerator,  coffee maker.my only compliant was the business center did not provide computer internet service for free. although hotel is wired for wireless which is free in public areas, i just did not have my lap top with me. ",5.0
3698,5.0,['rooms are spacious (all suites)... i highly recommend this hotel for leisure and business travelers alike. '],"excellent hotel went by the previous ratings of this hotel on tripadvisor and was not disappointed. stayed here 10-12 aug 07. overall, an excellent hotel, quick check-in/check-out, very clean rooms, reliable housekeepers, and good food. rooms are spacious (all suites)... i highly recommend this hotel for leisure and business travelers alike. ",5.0
3699,3.0,"['since this trip was last minute trip, i hesitantly picked marriott market center for its location and price.', 'everything was above expectations... anytime we visit dallas, it will be the marriott market center. ']","wow...i am a marriott follower now. my wife and i visited dallas for a friend's grand opening of a restaurant in uptown... the fish. we travel somewhat frequently and usually go to non-chain hotels to get a unique experience from the city we are visiting. since this trip was last minute trip, i hesitantly picked marriott market center for its location and price. well...i will now look for a marriott hotel anywhere i go because of our experience at this hotel. the location was a short drive to most anywhere we went the hotel's decor was modern yet warm and cozy. the facilities were first rate from the restaurant to the pool to the room. our suite with the king size bed was really amazing for the money. the best thing, however, was the service from everyone - front desk  restaurant personnel, shuttle driver johnny, and anyone else i forgot. everything was above expectations... anytime we visit dallas, it will be the marriott market center. ",5.0
3700,3.0,"['it is located right off the freeway and is convenient to downtown dallas.', 'the hotel lobby was decorated very modern and colorful!']","just what we needed we stayed one night in dallas and found that the marriott suites was a great choice! it is located right off the freeway and is convenient to downtown dallas. we went to the faith hill and tim mcgraw concert in the american airlines arena and the hotel was only a 5 minute drive...very convenient!! the hotel lobby was decorated very modern and colorful! there is a restaurant and bar located in the hotel...we didn't eat there because we were in a hurry to get to the concert, but it smelled really good! the front desk employees were very friendly, easy check-in and check-out. the hotel room was very spacious! the bedroom was separated by french doors from the living room. the room had a mini fridge, coffee maker, and bar sink (but no mini bar supplies...just bottles of water). we did not spend much time at the hotel, but we slept very well and woke up to a paper outside our door! the bed was very comfortable and it was a quite room (we faced the backside of the building and had a night view of dallas lights, the front faces the freeway)! it was clean as well!! there is no fee to park your vehicle, but there are signs posted everywhere to lock your car and hide your valuables. it did not seem like it was located in a shady area, but i guess it was just a reminder to take precaution. we would stay at this hotel in the future! ",4.0
3710,1.0,"['* though the hotel advertised wireless and wired internet available in rooms, unless you had a direct view of the super 8 down the street and got the password from the sterling hotel manager or owner, you were screwed.', 'add to that the wireless that you could get in the lobby was pretty worthless and had a cap on number of concurrent connections.']","the worst hotel ever! * though the hotel advertised wireless and wired internet available in rooms, unless you had a direct view of the super 8 down the street and got the password from the sterling hotel manager or owner, you were screwed. add to that the wireless that you could get in the lobby was pretty worthless and had a cap on number of concurrent connections.* no service in the restaurant. no...i don't mean poor... we sat there at breakfast, one of only 2-3 tables occupied, for 10 minutes without getting a menu, water or drinks. we spotted a breakfast buffet and went and helped ourselves...never did get water, or coffee, or drinks... (this happened on three different occasions over 4 days where it took over 2 hours once to get sandwiches!)* elevators constantly going out of service on sunday and remaining that way for a couple of hours each time...and then...the coup de grace... i bring towels almost everywhere i travel. not your average towels, but huge, thick, dark blue bath sheets. never once has anyone ever mistaken them for the postage stamp size, white, thin hotel towels...until this weekend, when they disappeared. according to the hotel and housekeeping they must have grown legs. ",1.0
